City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,el calafate,-50.3408,-72.2768,0.75,86,76,2.38,AR,1722879212
279,dolores hidalgo cuna de la independencia nacional,21.1561,-100.9308,23.81,37,0,1.96,MX,1722879433
280,canon city,38.441,-105.2424,35.01,22,0,3.09,US,1722879433
281,reggane,26.7158,0.1714,45.18,7,17,3.05,DZ,1722879433
282,delphos,40.8434,-84.3416,30.14,75,55,0.89,US,1722879433
283,tenno,39.9,139.9667,22.93,82,37,2.38,JP,1722879433
284,catumbela,-12.4314,13.5472,20.2,87,100,2.3,AO,1722879433
285,katsuura,35.1333,140.3,24.51,90,35,1.94,JP,1722879433
286,nizao,18.25,-70.2,34.64,58,6,7.16,DO,1722879433
287,alaghsas,17.0187,8.0168,33.94,46,98,6.17,NE,1722879433
288,thunder bay,48.4001,-89.3168,23.99,35,75,3.09,CA,1722878874
289,phuntsholing,26.8516,89.3884,25.65,91,85,1.11,BT,1722879433
290,sidi khaled,34.387,4.9879,37.37,17,0,3.94,DZ,1722879433
291,sarupathar,26.1984,93.8094,25.93,88,100,0.69,IN,1722879433
292,st. john's,47.5649,-52.7093,22.93,89,100,10.29,CA,1722879433
293,necochea,-38.5473,-58.7368,15.25,45,96,5.08,AR,1722879302
294,guanica,17.9716,-66.908,33.35,73,8,9.94,PR,1722879433
295,zhangjiakou,40.81,114.8794,21.71,55,0,2.02,CN,1722879434
296,hornell,42.3279,-77.6611,29.65,67,88,1.34,US,1722879434
297,igarka,67.4667,86.5833,9.1,69,63,5.75,RU,1722879434
298,sandnessjoen,66.0217,12.6316,24.29,60,0,4.63,NO,1722879434
299,lihue,21.9789,-159.3672,25.76,79,0,5.14,US,1722879434
300,russellville,35.2784,-93.1338,33.88,49,0,1.54,US,1722879134
301,northam,51.0333,-4.2167,21.88,83,84,6.94,GB,1722878892
302,jincheng,35.5022,112.8328,24.18,82,2,0.57,CN,1722879434
303,mata-utu,-13.2816,-176.1745,26.39,73,5,4.52,WF,1722879434
304,alofi,-19.0595,-169.9187,20.94,100,75,1.54,NU,1722878913
305,olyokminsk,60.3736,120.4264,11.57,97,96,1.51,RU,1722879434
306,vorgashor,67.5833,63.95,8.72,65,11,4.45,RU,1722878911
307,divnomorskoye,44.5011,38.1353,22.43,83,16,2.24,RU,1722879434
308,aykhal,66.0,111.5,6.67,85,12,7.47,RU,1722879412
309,pingliang,35.5392,106.6861,20.99,89,1,1.74,CN,1722879434
310,gulf breeze,30.3571,-87.1639,34.01,62,0,6.69,US,1722879276
311,jinchang,38.4953,102.1739,28.2,29,100,4.22,CN,1722879434
312,santa elena de uairen,4.6167,-61.1333,25.72,60,36,4.98,VE,1722879435
313,dhoro naro,25.5,69.5667,29.27,73,100,4.39,PK,1722879435
314,porto belo,-27.1578,-48.5531,24.53,91,46,3.51,BR,1722879435
315,ulladulla,-35.35,150.4667,2.65,78,40,3.4,AU,1722879435
316,alice springs,-23.7,133.8833,4.75,87,0,2.57,AU,1722879435
317,broome,42.2506,-75.833,30.11,55,20,6.69,US,1722879435
318,cerkezkoy,41.285,28.0003,23.1,68,0,4.12,TR,1722879435
319,ar ruseris,11.8659,34.3869,21.44,96,100,2.75,SD,1722879435
320,pacocha,-17.5833,-71.3333,17.08,72,75,4.12,PE,1722879435
321,aripuana,-9.1667,-60.6333,37.56,17,0,2.23,BR,1722879435
322,mil'kovo,55.6078,37.7956,22.39,61,79,2.67,RU,1722879262
323,east setauket,40.9415,-73.1059,31.45,54,20,5.66,US,1722879435
324,chizhou,30.6578,117.4831,25.75,68,100,1.33,CN,1722879435
325,sakti,22.0333,82.9667,26.8,85,100,3.23,IN,1722879435
326,palmer,42.1584,-72.3287,31.64,53,20,2.06,US,1722879435
327,tommot,58.9564,126.2925,14.09,97,100,1.69,RU,1722879436
328,heinola,61.2056,26.0381,19.44,72,100,1.57,FI,1722879436
329,rio grande,-32.035,-52.0986,18.06,93,93,5.9,BR,1722879436
330,stung treng,13.5259,105.9683,24.08,96,15,1.2,KH,1722879436
331,guiratinga,-16.3494,-53.7583,33.07,16,0,3.23,BR,1722879436
332,island harbour,50.724,-1.2758,22.9,69,4,1.34,GB,1722878945
333,zunyi,27.6867,106.9072,22.3,93,40,1.13,CN,1722879436
334,mana,5.6592,-53.7767,30.55,60,5,5.61,GF,1722879436
335,el porvenir,13.7617,-87.3458,30.63,49,48,1.66,HN,1722879436
336,avarua,-21.2078,-159.775,24.03,78,40,4.12,CK,1722879436
337,belize city,17.4995,-88.1976,32.01,72,40,3.6,BZ,1722879436
338,steinbach,50.1667,8.5667,25.85,47,0,2.57,DE,1722879436
339,cooper's town,26.8667,-77.5167,29.04,78,100,8.6,BS,1722879436
340,gbarnga,6.9956,-9.4722,23.74,93,82,2.12,LR,1722879437
341,esmeraldas,-19.7625,-44.3139,26.48,28,29,4.63,BR,1722879158
342,az zubayr,30.3945,47.7011,37.92,12,0,1.03,IQ,1722879437
343,hutang,31.5333,119.4833,27.48,81,96,0.67,CN,1722879437
344,krasnyye barrikady,46.2045,47.8535,27.98,54,20,3.0,RU,1722879437
345,monkey bay,-14.0728,34.9201,24.26,61,1,3.16,MW,1722879437
346,new norfolk,-42.7826,147.0587,9.95,80,100,2.27,AU,1722879348
347,fernley,39.608,-119.2518,33.33,14,2,2.64,US,1722879438
348,port saint john's,-31.6229,29.5448,14.17,67,0,1.78,ZA,1722879253
349,korla,41.7597,86.1469,29.43,34,70,3.56,CN,1722879256
350,pangai,-19.8,-174.35,22.06,64,20,4.63,TO,1722879438
351,mineiros,-17.5694,-52.5511,30.73,19,0,3.51,BR,1722879438
352,tagab,34.855,69.6492,26.01,52,0,0.78,AF,1722879438
353,tsiombe,-25.3,45.4833,18.84,80,19,2.04,MG,1722878946
354,wladyslawowo,54.7909,18.4009,20.26,86,63,4.26,PL,1722879438
355,san antonio de pale,-1.4014,5.6325,22.38,72,96,4.25,GQ,1722879254
356,la passe,45.5549,-0.8967,28.34,66,0,5.2,FR,1722879439
357,fortuna,40.5982,-124.1573,14.43,97,75,3.6,US,1722879439
358,puerto francisco de orellana,-0.4667,-76.9667,30.03,66,75,1.54,EC,1722879439
359,selfoss,63.9331,-20.9971,13.36,89,100,1.97,IS,1722878888
360,kardla,58.9978,22.7492,20.59,83,0,2.53,EE,1722879440
361,mahina,-17.5065,-149.489,23.87,69,20,3.09,PF,1722879440
362,panaba,21.2833,-88.2667,34.31,51,34,1.45,MX,1722879440
363,labytnangi,66.6572,66.4183,9.16,61,83,5.34,RU,1722879440
364,dryden,49.7833,-92.7503,20.16,45,20,3.6,CA,1722879441
365,sitka,57.0531,-135.33,17.94,68,20,0.0,US,1722879441
366,charlottetown,46.2352,-63.1267,27.1,76,75,3.09,CA,1722879209
367,castillos,-34.1667,-53.8333,14.62,81,96,4.04,UY,1722879441
368,kamaishi,39.2667,141.8833,22.52,93,9,1.76,JP,1722879441
369,lesnoy,57.6198,63.0784,16.2,94,67,1.7,RU,1722879441
370,cannonvale,-20.2833,148.7,18.66,88,75,3.9,AU,1722879441
371,yoloten,37.2989,62.3597,31.5,17,0,6.17,TM,1722879441
372,sylacauga,33.1732,-86.2516,33.27,62,100,2.57,US,1722879381
373,genhe,50.7833,121.5167,13.67,93,27,0.76,CN,1722879442
374,cobram,-35.9167,145.65,4.17,90,11,0.58,AU,1722879442
375,kailua-kona,19.6406,-155.9956,25.33,85,0,2.06,US,1722879442
376,mashhad,36.297,59.6062,29.08,32,0,2.06,IR,1722879215
377,nova venecia,-18.7106,-40.4006,25.28,63,53,4.15,BR,1722879442
378,winnemucca,40.973,-117.7357,31.03,22,0,2.06,US,1722879442
379,okhotsk,59.3833,143.3,10.6,97,100,2.63,RU,1722879442
380,polyarnyy,69.1989,33.4478,12.76,71,0,3.58,RU,1722879442
381,lyubinskiy,55.1542,72.6925,16.82,93,37,3.28,RU,1722879442
382,taltal,-25.4,-70.4833,16.38,68,0,3.28,CL,1722879442
383,beloyarskiy,63.7119,66.6722,12.26,71,100,4.02,RU,1722879442
384,carloforte,39.145,8.3058,25.0,80,9,6.92,IT,1722879442
385,tazacorte,28.629,-17.9293,25.64,78,20,7.2,ES,1722879442
386,farafangana,-22.8167,47.8333,19.0,90,5,1.84,MG,1722879442
387,ryotsu-minato,38.0833,138.4333,23.26,91,92,2.53,JP,1722879443
388,nova vicosa,-17.8919,-39.3719,25.35,60,12,4.17,BR,1722879443
389,severo-yeniseyskiy,60.3725,93.0408,15.18,77,92,1.17,RU,1722879443
390,aguilas,37.4063,-1.5829,29.83,49,0,2.12,ES,1722879443
391,kargopol',61.5071,38.9456,14.82,83,100,2.56,RU,1722879443
392,ploudalmezeau,48.5333,-4.65,21.27,77,100,6.17,FR,1722879443
393,cadiz,36.5,-5.75,31.74,35,0,3.23,ES,1722879443
394,skovorodino,53.9833,123.9167,12.8,97,14,1.36,RU,1722879443
395,harstad,68.799,16.5293,22.11,59,9,0.89,NO,1722879443
396,udachny,66.4167,112.4,8.05,84,65,8.1,RU,1722879259
397,resen,41.0889,21.0122,24.8,47,80,1.67,MK,1722879443
398,cozumel,20.5083,-86.9458,32.04,74,75,2.57,MX,1722879443
399,nakasongola,1.3089,32.4564,21.28,81,62,0.91,UG,1722879443
400,uturoa,-16.7333,-151.4333,26.21,69,100,5.44,PF,1722878879
401,puerto deseado,-47.7503,-65.8938,4.78,81,100,6.7,AR,1722879284
402,daru,-9.0763,143.2092,24.16,89,98,6.53,PG,1722879443
403,fale old settlement,-9.3852,-171.2468,27.22,82,100,5.04,TK,1722879249
404,atmore,31.0238,-87.4939,32.59,63,2,4.63,US,1722879444
405,bowen,-20.0167,148.2333,16.77,90,69,3.71,AU,1722879444
406,sola,-13.8833,167.55,24.42,67,99,9.84,VU,1722879444
407,letlhakane,-21.4167,25.5833,19.92,17,0,3.61,BW,1722879444
408,lanivtsi,49.8633,26.0908,16.76,89,100,2.79,UA,1722879444
409,zheleznodorozhnyy,55.7503,38.0042,22.4,72,67,2.49,RU,1722879444
410,midvagur,62.0511,-7.1939,12.46,94,100,5.66,FO,1722878867
411,san angelo,31.4638,-100.437,34.97,43,0,3.09,US,1722879444
412,gevas,38.2968,43.1083,21.78,25,4,3.54,TR,1722879444
413,babayevo,59.3936,35.9371,14.97,91,45,2.58,RU,1722879444
414,at taj,24.2049,23.2857,33.99,13,32,4.57,LY,1722879444
415,tha yang,12.9577,99.9055,25.9,81,68,2.02,TH,1722879444
416,tyazhinskiy,56.116,88.524,15.39,96,90,2.64,RU,1722879444
417,hovd,48.0056,91.6419,21.28,30,1,4.31,MN,1722879444
418,zalingei,12.9096,23.4741,22.01,86,49,2.9,SD,1722879444
419,manaure,11.7751,-72.4445,31.17,61,96,6.97,CO,1722879444
420,jiangzi,28.95,89.6333,7.55,76,100,0.89,CN,1722879444
421,susuman,62.7833,148.1667,10.64,52,100,2.8,RU,1722879445
422,antonio enes,-16.2325,39.9086,19.97,89,3,2.4,MZ,1722879445
423,livingstone,-17.8419,25.8543,21.03,17,0,2.56,ZM,1722879445
424,savantvadi,15.9,73.8167,23.21,92,64,1.53,IN,1722879445
425,bentota,6.4254,79.9948,28.94,85,62,3.91,LK,1722879445
426,pathein,16.7833,94.7333,25.61,89,92,2.35,MM,1722879445
427,pandan,14.0453,124.1694,26.93,86,100,3.66,PH,1722879445
428,troitsk,54.0979,61.5773,18.44,81,100,2.94,RU,1722879445
429,leh,34.1667,77.5833,15.29,61,86,1.77,IN,1722879445
430,fort-shevchenko,44.5086,50.263,30.61,45,0,6.22,KZ,1722879445
431,saltillo,25.4167,-101.0,27.31,54,0,4.12,MX,1722879445
432,chiang klang,19.2938,100.8617,23.3,98,100,0.65,TH,1722879445
433,choyr,46.3611,108.3611,17.16,63,76,1.99,MN,1722879445
434,mahibadhoo,3.7833,72.9667,28.21,70,100,2.21,MV,1722879446
435,preveza,38.95,20.75,27.76,83,20,7.2,GR,1722879177
436,uliastay,47.7417,96.8444,15.15,38,27,3.06,MN,1722879446
437,fereydunshahr,32.941,50.121,21.78,29,85,1.39,IR,1722879446
438,namsos,64.4662,11.4957,24.95,47,0,5.14,NO,1722879446
439,mawu,34.4307,104.9176,15.15,95,13,2.57,CN,1722879446
440,pine bluff,34.2284,-92.0032,34.62,61,20,1.54,US,1722879446
441,tazovsky,67.4667,78.7,8.67,66,97,6.22,RU,1722879180
442,lorengau,-2.0226,147.2712,26.54,85,98,3.96,PG,1722879446
443,porbandar,21.6422,69.6093,27.82,86,100,7.4,IN,1722879446
444,ballina,-28.8667,153.5667,15.93,80,97,4.48,AU,1722879446
445,bel ombre,-4.6167,55.4167,25.91,89,40,5.14,SC,1722879446
446,chhor,25.5167,69.7667,28.88,76,100,3.95,PK,1722879446
447,kharkhorin,47.1975,102.8238,14.97,67,0,1.31,MN,1722879446
448,jatoba,-9.1831,-38.2689,28.89,37,1,9.29,BR,1722879446
449,kimbe,-5.5502,150.1429,22.92,93,17,1.38,PG,1722879446
450,isla vista,34.4133,-119.861,39.69,28,2,3.34,US,1722879447
451,undurkhaan,47.3194,110.6556,15.08,82,71,0.97,MN,1722879447
452,norilsk,69.3535,88.2027,7.19,73,0,5.22,RU,1722879447
453,sengkang,-4.1279,120.0297,23.04,92,58,1.43,ID,1722879447
454,ponta delgada,37.7333,-25.6667,26.4,83,20,5.66,PT,1722879447
455,brookings,44.3114,-96.7984,25.25,91,40,3.09,US,1722879447
456,las khorey,11.1595,48.1967,30.64,71,98,0.75,SO,1722879447
457,saint-francois,46.4154,3.9054,27.69,44,0,1.54,FR,1722879447
458,muisne,0.6,-80.0333,24.53,83,94,5.75,EC,1722879447
459,rancho palos verdes,33.7445,-118.387,31.35,70,20,2.57,US,1722879447
460,santo domingo zanatepec,16.4831,-94.3475,31.88,58,98,1.48,MX,1722879447
461,al bawiti,28.3492,28.8659,32.03,19,9,2.47,EG,1722879447
462,bereeda,11.8704,51.0579,30.41,64,100,3.91,SO,1722879447
463,kibakwe,-6.7167,36.3667,19.44,48,30,3.09,TZ,1722879447
464,masterton,-40.9597,175.6575,1.72,95,0,0.81,NZ,1722879447
465,arno,60.1167,18.6333,18.21,80,9,2.1,SE,1722879448
466,port macquarie,-31.4333,152.9167,12.82,98,100,1.79,AU,1722879448
467,mont-de-marsan,44.0,-0.6667,28.71,78,0,3.18,FR,1722879448
468,champerico,14.3,-91.9167,33.3,70,82,2.15,GT,1722879353
469,talcahuano,-36.7167,-73.1167,10.82,76,75,2.06,CL,1722879442
470,puerto santa,-8.9906,-78.6456,15.59,93,89,6.68,PE,1722879448
471,santa cruz de tenerife,28.4682,-16.2546,26.84,77,20,9.77,ES,1722879247
472,lazaro cardenas,17.9583,-102.2,29.35,68,100,1.83,MX,1722878931
473,qal'ah-ye shahr,35.5473,65.5676,16.22,34,0,1.19,AF,1722879448
474,kotka,60.4664,26.9458,20.59,80,60,2.45,FI,1722879448
475,sisimiut,66.9395,-53.6735,7.88,72,88,3.0,GL,1722879448
476,zhezqazghan,47.7833,67.7667,25.93,29,60,4.33,KZ,1722879448
477,kampala,0.3163,32.5822,23.66,66,54,0.75,UG,1722879448
478,jayapura,-2.5333,140.7,25.66,94,66,2.26,ID,1722879448
479,inisa,7.85,4.3333,23.56,80,97,3.94,NG,1722879448
480,hamilton,39.1834,-84.5333,33.38,56,0,3.09,US,1722879232
481,yaring,6.8662,101.3689,25.41,86,81,2.3,TH,1722879448
482,prince george,53.9166,-122.753,18.12,61,0,4.12,CA,1722879449
483,metro,-5.1131,105.3067,22.8,92,20,2.69,ID,1722879449
484,chanika,-5.4167,38.0167,18.07,90,12,3.17,TZ,1722879449
485,sao francisco do sul,-26.2433,-48.6381,24.98,78,75,1.03,BR,1722879449
486,al hamul,31.3115,31.1477,25.55,67,2,2.08,EG,1722879449
487,tromso,69.6496,18.957,23.01,46,0,3.6,NO,1722879449
488,khandyga,62.6667,135.6,12.91,89,100,1.78,RU,1722879449
489,nanning,22.8167,108.3167,28.25,91,43,2.3,CN,1722879449
490,doctor arroyo,23.6667,-100.1833,25.42,39,15,1.83,MX,1722879449
491,nadym,65.5333,72.5167,8.23,68,100,4.94,RU,1722879449
492,recani,31.2846,-4.2688,42.18,6,9,5.34,MA,1722879449
493,tamanrasset,22.785,5.5228,35.95,14,40,3.09,DZ,1722879449
494,bartica,6.4,-58.6167,33.18,87,100,0.79,GY,1722879449
495,luderitz,-26.6481,15.1594,13.09,77,0,12.24,NA,1722879449
496,mweka,-4.85,21.5667,26.18,28,43,0.7,CD,1722879449
497,egilsstadir,65.2653,-14.3948,11.95,82,75,6.17,IS,1722879449
498,kidal,18.4411,1.4078,32.93,39,72,8.1,ML,1722879449
499,roma,43.2128,-75.4557,28.31,77,98,1.34,US,1722879363
500,buulobarde,3.8538,45.5674,25.35,64,23,10.98,SO,1722879450
501,bay village,41.4848,-81.9221,31.01,72,75,6.17,US,1722879450
502,sturgeon bay,44.8342,-87.377,21.2,56,100,3.6,US,1722879309
503,poronaysk,49.2167,143.1167,12.74,90,100,2.14,RU,1722879450
504,pattani,6.75,100.4167,24.84,94,87,1.16,TH,1722879450
505,shwebo,22.5667,95.7,24.81,93,100,3.13,MM,1722879450
506,kerikeri,-35.2268,173.9474,6.28,91,6,1.86,NZ,1722879450
507,durban,-29.8579,31.0292,16.51,61,43,0.72,ZA,1722879388
508,chernomorskoye,45.5039,32.6997,24.19,69,98,5.09,UA,1722879451
509,meridian,43.6121,-116.3915,35.21,29,0,4.63,US,1722879451
510,kingston,17.997,-76.7936,33.98,62,20,9.26,JM,1722879246
511,griffith,41.5284,-87.4237,31.61,80,0,5.14,US,1722879451
512,bodaybo,57.8506,114.1933,14.58,91,60,0.59,RU,1722879451
513,khorixas,-20.3667,14.9667,21.15,17,0,2.88,NA,1722879451
514,vila velha,-20.3297,-40.2925,26.97,74,20,5.66,BR,1722879341
515,kannur,11.8675,75.3576,25.55,86,98,2.08,IN,1722879451
516,salekhard,66.53,66.6019,9.26,59,82,5.62,RU,1722879452
517,berezovyy,51.6667,135.7,16.36,96,100,1.79,RU,1722879180
518,amalapuram,16.5833,82.0167,27.0,87,100,1.17,IN,1722879452
519,vilyuysk,63.7553,121.6247,11.53,89,2,2.37,RU,1722879452
520,east london,-33.0153,27.9116,11.52,66,0,4.12,ZA,1722879452
521,ghat,24.9647,10.1728,37.86,10,0,8.15,LY,1722879452
522,huetamo de nunez,18.5833,-100.8833,29.44,69,100,0.47,MX,1722879452
523,toliara,-23.35,43.6667,23.59,63,2,4.71,MG,1722879452
524,moab,38.5733,-109.5498,35.83,27,12,2.11,US,1722879313
525,suva,-18.1416,178.4415,18.71,88,40,1.03,FJ,1722879452
526,ypsonas,34.6884,32.9574,27.54,65,0,8.75,CY,1722879452
527,sao gabriel da cachoeira,-0.1303,-67.0892,29.95,69,86,0.98,BR,1722879452
528,iron river,46.0927,-88.6423,21.97,42,100,1.64,US,1722879452
529,eureka,40.8021,-124.1637,14.58,91,89,0.45,US,1722879452
530,bereznik,62.8551,42.7072,14.29,87,93,2.16,RU,1722879452
531,reinosa,42.9996,-4.138,20.6,73,4,4.56,ES,1722879453
532,holualoa,19.6228,-155.9522,23.26,86,0,2.06,US,1722879453
533,port lincoln,-34.7333,135.8667,9.41,90,74,4.35,AU,1722879453
534,palasa,18.7667,84.4167,26.93,88,100,2.48,IN,1722879453
535,sretensk,52.2453,117.7093,15.1,72,35,1.01,RU,1722879453
536,lethem,3.3803,-59.7968,30.88,63,47,1.46,GY,1722879453
537,asau,46.4333,26.4,23.51,76,68,2.07,RO,1722879453
538,lhokseumawe,5.1801,97.1507,25.16,90,89,2.61,ID,1722879453
539,sijunjung,-0.6876,100.9537,21.87,98,88,0.64,ID,1722879453
540,choibalsan,48.0667,114.5,15.59,87,86,1.15,MN,1722879453
541,gubkinskiy,64.434,76.5026,11.27,79,100,4.88,RU,1722879453
542,meybod,32.2501,54.0166,40.01,11,51,2.08,IR,1722879453
543,san javier,37.8063,-0.8374,33.75,70,0,4.12,ES,1722879453
544,todos santos,23.45,-110.2167,36.28,75,6,3.09,MX,1722879453
545,kapit,2.0167,112.9333,22.86,92,94,0.28,MY,1722879319
546,machico,32.7,-16.7667,27.62,64,40,6.69,PT,1722878881
547,bedele,8.456,36.353,13.83,99,100,0.88,ET,1722879454
548,vikulovo,56.8167,70.6107,16.07,90,65,2.61,RU,1722879454
549,karymskoye,51.6167,114.35,14.73,71,20,1.25,RU,1722879454
550,mudgee,-32.5943,149.5871,6.46,95,96,1.54,AU,1722879454
551,spearfish,44.4908,-103.8594,22.49,73,100,5.66,US,1722879454
552,okondja,-0.6549,13.6753,27.45,55,100,1.88,GA,1722879454
553,namibe,-15.1961,12.1522,17.57,84,21,4.38,AO,1722879213
554,floresta,-8.6011,-38.5686,31.67,28,0,8.28,BR,1722879454
555,andalgala,-27.5819,-66.3165,22.73,17,0,4.25,AR,1722879454
556,soio,-6.1349,12.3689,21.49,81,38,3.88,AO,1722879454
